2013-03-18 19:04:19	153	login	47.0961985	15.3968273	5
2013-03-18 19:04:32	153	update	47.095516497330294	15.39570376578168	5
2013-03-18 19:04:43	153	update	47.095516497330294	15.39570376578168	5
2013-03-18 19:05:04	153	update	47.09561897518166	15.395559120302746	5
2013-03-18 19:05:27	153	update	47.09572274579437	15.395681625718948	5
2013-03-18 19:05:39	153	update	47.09572274579437	15.395681625718948	5
2013-03-18 19:06:12	153	update	47.09572274579437	15.395681625718948	5
2013-03-18 19:06:27	153	update	47.09554726721526	15.39570012614245	5
2013-03-18 19:06:40	153	update	47.09554726721526	15.39570012614245	5
2013-03-18 19:07:12	153	update	47.09549128066156	15.395688507665556	5
2013-03-18 19:07:39	153	update	47.095431401910794	15.39565630092695	5
2013-03-18 19:08:07	153	update	47.095352881031765	15.395709472591006	5
2013-03-18 19:08:29	153	update	47.095352881031765	15.395709472591006	5
2013-03-18 19:09:36	153	update	47.0952999966564	15.39576564739246	5
2013-03-18 19:09:42	153	update	47.09521986835847	15.395809321186588	5
2013-03-18 19:10:07	153	update	47.095275656628516	15.39575701343364	5
2013-03-18 19:10:18	153	update	47.095263005798216	15.395661280377594	5
2013-03-18 19:10:40	153	update	47.09534216458332	15.395699761042493	5
2013-03-18 19:10:53	153	update	47.09526821713087	15.395662186084081	5
2013-03-18 19:11:11	153	update	47.095322161315664	15.395600996740363	5
2013-03-18 19:11:30	153	update	47.09534559332127	15.39551594163496	5
2013-03-18 19:11:50	153	update	47.09542789047092	15.395572511125955	5
2013-03-18 19:12:02	153	update	47.095514391617534	15.395546876774011	5
2013-03-18 19:12:08	153	update	47.0955902663062	15.395464283915933	5
2013-03-18 19:12:16	153	update	47.09582880749896	15.395217010913976	5
2013-03-18 19:12:22	153	update	47.09623062931492	15.394950552787435	5
2013-03-18 19:12:46	153	update	47.09823811653911	15.393642381128123	5
2013-03-18 19:14:31	153	update	47.097285190243504	15.394733963386882	5
2013-03-18 19:14:52	153	update	47.09661501460641	15.39410615719272	5
2013-03-18 19:15:32	153	update	47.09656639603619	15.394383424009098	5
2013-03-18 19:16:32	153	update	47.09587627944844	15.394997348626685	5
2013-03-18 19:16:41	153	update	47.09587627944844	15.394997348626685	5
2013-03-18 19:16:53	153	update	47.095467319735484	15.395308161467597	5
