date;time;notes;name;lat;lon;comment
2013-03-20;08:39:50;178;login;46.7169618;15.531099;5
2013-03-20;08:40:13;178;update;46.7187891238;15.5521982936;5
2013-03-20;08:40:21;178;update;46.7187891238;15.5521982936;5
2013-03-20;08:40:28;178;update;46.7187891238;15.5521982936;5
2013-03-20;08:40:51;178;update;46.7134376;15.5095155;5
2013-03-20;08:40:59;178;update;46.7185895967;15.5527676528;5
2013-03-20;08:41:06;178;update;46.7184852328;15.552912709;5
2013-03-20;08:41:10;178;update;46.7184621871;15.5529128399;5
2013-03-20;08:41:18;178;update;46.7184347988;15.5529243222;5
2013-03-20;08:41:30;178;update;46.7134376;15.5095155;5
2013-03-20;08:41:49;178;update;46.7184685913;15.5528581232;5
2013-03-20;08:42:04;178;update;46.7186020212;15.5526648423;5
2013-03-20;08:42:10;178;update;46.7186460917;15.552567991;5
2013-03-20;08:42:24;178;update;46.7186529074;15.5525642682;5
2013-03-20;08:42:30;178;update;46.7134376;15.5095155;5
2013-03-20;08:42:50;178;update;46.7169618;15.531099;5
2013-03-20;08:43:18;178;update;46.7187889302;15.5525377514;5
2013-03-20;08:43:28;178;update;46.7188674947;15.5524663814;5
2013-03-20;08:43:35;178;update;46.71901631;15.5524925987;5
2013-03-20;08:43:47;178;update;46.7192129221;15.5525993429;5
2013-03-20;08:44:17;178;update;46.7191500511;15.5524341603;5
2013-03-20;08:44:37;178;update;46.7189669051;15.5523852667;5
2013-03-20;08:44:54;178;update;46.7188068467;15.5525090712;5
2013-03-20;08:45:06;178;update;46.7188743653;15.5525652283;5
2013-03-20;08:45:15;178;update;46.7189394381;15.552656559;5
2013-03-20;08:45:27;178;update;46.7190142414;15.5526883525;5
2013-03-20;08:46:10;178;update;46.7189924117;15.552502523;5
2013-03-20;08:46:30;178;update;46.7134376;15.5095155;5
2013-03-20;08:46:50;178;update;46.7134376;15.5095155;5
2013-03-20;08:47:04;178;update;46.718894884;15.552480044;5
2013-03-20;08:47:11;178;update;46.7169618;15.531099;5
2013-03-20;08:47:19;178;update;46.7188916794;15.5524879554;5
2013-03-20;08:48:06;178;update;46.7192356988;15.5536461144;5
2013-03-20;08:49:20;178;update;46.7195381916;15.553606066;5
2013-03-20;08:49:52;178;update;46.7192277206;15.5532216632;5
2013-03-20;08:50:01;178;update;46.7191608765;15.5531365933;5
2013-03-20;08:50:09;178;update;46.7191540255;15.5531053037;5
2013-03-20;08:50:25;178;update;46.7189676492;15.5529367821;5
2013-03-20;08:50:30;178;update;46.7189090664;15.5529071186;5
2013-03-20;08:50:39;178;update;46.7188341891;15.5529780467;5
2013-03-20;08:50:50;178;update;46.7187667832;15.5530616917;5
2013-03-20;08:50:59;178;update;46.7187964096;15.5531817603;5
2013-03-20;08:51:14;178;update;46.7187681302;15.5529765259;5
2013-03-20;08:51:21;178;update;46.7187480917;15.5528828192;5
2013-03-20;08:51:47;178;update;46.718810565;15.5527205689;5
2013-03-20;08:52:19;178;update;46.7188505679;15.5525451784;5
2013-03-20;08:53:48;178;update;46.7187728295;15.5524572094;5
2013-03-20;08:54:09;178;update;46.7185830644;15.5524843215;5
2013-03-20;08:54:38;178;update;46.7187343128;15.5524511297;5
2013-03-20;08:55:00;178;update;46.7187281452;15.5525646283;5
2013-03-20;08:55:11;178;update;46.7187875658;15.5526552201;5
2013-03-20;08:55:19;178;update;46.718913008;15.552628312;5
2013-03-20;08:55:24;178;update;46.7190127214;15.5525825264;5
2013-03-20;08:55:33;178;update;46.7191671334;15.5525765165;5
2013-03-20;08:55:41;178;update;46.7193028911;15.5525920248;5
2013-03-20;08:55:55;178;update;46.719474052;15.5526167299;5
2013-03-20;08:56:01;178;update;46.7195499639;15.5527013404;5
2013-03-20;08:56:09;178;update;46.7195867502;15.552824413;5
2013-03-20;08:56:16;178;update;46.7196830511;15.5527682037;5
2013-03-20;08:56:22;178;update;46.7197014749;15.5526376576;5
2013-03-20;08:56:36;178;update;46.7196798695;15.5525136619;5
2013-03-20;08:57:04;178;update;46.7196512869;15.5523456214;5
2013-03-20;08:57:17;178;update;46.7195649046;15.5520815111;5
2013-03-20;08:58:06;178;update;46.7194560018;15.5521195482;5
2013-03-20;08:58:15;178;update;46.7193206801;15.5521561827;5
2013-03-20;08:58:21;178;update;46.7190605655;15.5521732875;5
2013-03-20;08:58:54;178;update;46.7189438988;15.552136838;5
2013-03-20;08:59:05;178;update;46.7188875367;15.5522757894;5
2013-03-20;08:59:11;178;update;46.7187419272;15.552483898;5
2013-03-20;08:59:21;178;update;46.7186988488;15.5525488633;5
2013-03-20;08:59:34;178;update;46.7187281994;15.5524878783;5
2013-03-20;08:59:44;178;update;46.7187736054;15.5524426301;5
2013-03-20;08:59:50;178;update;46.7187908219;15.5523825928;5
2013-03-20;09:00:18;178;update;46.718758897;15.5524591774;5
2013-03-20;09:00:29;178;update;46.7186935365;15.5524151667;5
2013-03-20;09:00:38;178;update;46.7186261513;15.5524810127;5
2013-03-20;09:00:50;178;update;46.7185646422;15.5525550019;5
2013-03-20;09:01:00;178;update;46.7185234835;15.5526336365;5
2013-03-20;09:01:32;178;update;46.7185726217;15.5526970221;5
2013-03-20;09:02:15;178;update;46.7186826606;15.5527042511;5
2013-03-20;09:02:21;178;update;46.7187880942;15.5526217101;5
2013-03-20;09:02:27;178;update;46.7188814756;15.5524728529;5
2013-03-20;09:02:47;178;update;46.7188902221;15.5525767297;5
2013-03-20;09:03:52;178;update;46.719073578;15.5535000149;5
2013-03-20;09:04:21;178;update;46.7188650803;15.5529579558;5
2013-03-20;09:04:27;178;update;46.7189468838;15.5527559555;5
2013-03-20;09:05:08;178;update;46.7189180946;15.5527175174;5
2013-03-20;09:05:24;178;update;46.718817995;15.5525896729;5
2013-03-20;09:05:33;178;update;46.718829581;15.5525856394;5
2013-03-20;09:06:05;178;update;46.7188872642;15.5524863978;5
2013-03-20;09:06:32;178;update;46.7188197841;15.5524043161;5
2013-03-20;09:06:42;178;update;46.7187271704;15.5523406504;5
2013-03-20;09:06:59;178;update;46.7186823582;15.5523049797;5
2013-03-20;09:07:46;178;update;46.7187196148;15.5523832895;5
2013-03-20;09:08:00;178;update;46.718810809;15.552447791;5
2013-03-20;09:08:12;178;update;46.718795628;15.5525466349;5
2013-03-20;09:08:16;178;update;46.718821555;15.5526304098;5
2013-03-20;09:08:31;178;update;46.7188229666;15.5527687502;5
2013-03-20;09:08:49;178;update;46.7188176511;15.5528765667;5
