date;time;notes;name;lat;lon;comment
2013-03-20;20:21:23;178;login;46.721311;15.557547;5
2013-03-20;20:21:56;178;update;46.7212997086;15.5575290074;5
2013-03-20;20:22:21;178;update;46.7219375676;15.5586402362;5
2013-03-20;20:22:32;178;update;46.7208703014;15.5568490493;5
2013-03-20;20:28:18;178;update;46.7254460764;15.5599357468;5
2013-03-20;20:28:40;178;update;46.7245437681;15.5586842637;5
2013-03-20;20:47:07;178;update;46.721311;15.557547;5
2013-03-20;21:01:15;178;update;46.721311;15.557547;5
2013-03-20;21:12:06;178;update;46.7208985;15.5551147;5
2013-03-20;21:12:23;178;update;46.7221442995;15.5595698235;5
2013-03-20;21:12:28;178;update;46.7221309056;15.5598330225;5
2013-03-20;21:27:51;178;update;46.720486;15.5526825;5
2013-03-20;22:09:33;178;update;46.721311;15.557547;5
