date;time;notes;name;lat;lon;comment
2013-03-22;09:45:50;183;login;46.7220512;15.5821131;5
2013-03-22;09:46:10;183;update;46.722744043;15.5880771229;5
2013-03-22;09:46:55;183;update;46.7219971817;15.5885333713;5
2013-03-22;09:48:10;183;update;46.7229288518;15.5891175143;5
2013-03-22;09:48:30;183;update;46.7228203771;15.5890648546;5
2013-03-22;09:48:37;183;update;46.7228203771;15.5890648546;5
2013-03-22;09:48:42;183;update;46.722672039;15.5887404382;5
2013-03-22;09:48:50;183;update;46.722444475;15.5882714126;5
2013-03-22;09:48:58;183;update;46.7224118224;15.5882160551;5
2013-03-22;09:49:42;183;update;46.7224048567;15.5881148467;5
2013-03-22;09:50:31;183;update;46.7224649032;15.5880633805;5
2013-03-22;09:51:12;183;update;46.7224709895;15.5881569668;5
2013-03-22;09:52:14;183;update;46.7224906064;15.5882421215;5
2013-03-22;09:52:42;183;update;46.7225521253;15.588227807;5
2013-03-22;09:54:32;183;update;46.7225316143;15.5881634231;5
2013-03-22;09:55:05;183;update;46.7224685425;15.5881174701;5
2013-03-22;09:55:22;183;update;46.7225117839;15.5880498979;5
2013-03-22;09:55:59;183;update;46.7225056087;15.5881897486;5
2013-03-22;09:56:07;183;update;46.7225347386;15.588271642;5
2013-03-22;09:56:20;183;update;46.7226897975;15.5883507702;5
2013-03-22;09:56:33;183;update;46.7227761769;15.5883649144;5
2013-03-22;09:56:43;183;update;46.7227940524;15.5882718437;5
2013-03-22;09:56:53;183;update;46.7226935302;15.5882564715;5
2013-03-22;09:57:00;183;update;46.7226407101;15.5882005469;5
2013-03-22;09:57:10;183;update;46.722598123;15.5881679915;5
2013-03-22;09:57:18;183;update;46.7225541399;15.5881397959;5
2013-03-22;09:57:43;183;update;46.7224865575;15.5881635013;5
2013-03-22;10:00:22;183;update;46.7225590028;15.5881161257;5
2013-03-22;10:00:47;183;update;46.7226174698;15.588167135;5
2013-03-22;10:01:09;183;update;46.7225912899;15.5882534821;5
2013-03-22;10:01:27;183;update;46.7226400391;15.5883133173;5
2013-03-22;10:02:19;183;update;46.7226295161;15.5884222225;5
2013-03-22;10:02:38;183;update;46.7226303906;15.5884137674;5
2013-03-22;10:02:53;183;update;46.7226024983;15.5883327053;5
2013-03-22;10:02:59;183;update;46.722587683;15.588280747;5
2013-03-22;10:03:16;183;update;46.7225330564;15.5882005712;5
2013-03-22;10:03:39;183;update;46.7225477844;15.5880374234;5
2013-03-22;10:04:06;183;update;46.7224825842;15.58805285;5
2013-03-22;10:04:13;183;update;46.7224533186;15.5881338604;5
2013-03-22;10:04:41;183;update;46.7223876503;15.5881816628;5
2013-03-22;10:04:52;183;update;46.7222946062;15.5882179419;5
2013-03-22;10:05:14;183;update;46.7222887486;15.5881699256;5
2013-03-22;10:05:36;183;update;46.7223336546;15.5881416025;5
2013-03-22;10:06:28;183;update;46.7223958997;15.5881043947;5
2013-03-22;10:06:44;183;update;46.7224337853;15.5881395372;5
2013-03-22;10:07:44;183;update;46.7224202553;15.5882042581;5
2013-03-22;10:08:28;183;update;46.7224638929;15.5881732519;5
2013-03-22;10:08:45;183;update;46.7225742133;15.5882150602;5
2013-03-22;10:08:53;183;update;46.7226065986;15.5882432362;5
2013-03-22;10:09:12;183;update;46.7225540959;15.5882230259;5
2013-03-22;10:09:53;183;update;46.7225227657;15.58826369;5
2013-03-22;10:10:32;183;update;46.7224813448;15.5881921241;5
2013-03-22;10:10:39;183;update;46.7224694732;15.5881720456;5
2013-03-22;10:11:32;183;update;46.7224973031;15.5882238168;5
2013-03-22;10:12:09;183;update;46.7224465634;15.5882846474;5
2013-03-22;10:12:22;183;update;46.7223722249;15.5882479497;5
2013-03-22;10:12:42;183;update;46.7223641581;15.5881935204;5
2013-03-22;10:12:53;183;update;46.7224276626;15.588183528;5
2013-03-22;10:13:34;183;update;46.7224573488;15.5882345104;5
2013-03-22;10:13:43;183;update;46.7224724864;15.5883277741;5
2013-03-22;10:14:06;183;update;46.7225339039;15.5882436049;5
2013-03-22;10:14:30;183;update;46.7225024165;15.5882216025;5
2013-03-22;10:15:51;183;update;46.7224223774;15.5882181404;5
2013-03-22;10:17:33;183;update;46.722380667;15.588112848;5
2013-03-22;10:18:07;183;update;46.722502534;15.5882049259;5
2013-03-22;10:18:30;183;update;46.7225854456;15.5882275927;5
2013-03-22;10:19:05;183;update;46.7225496447;15.58819016;5
2013-03-22;10:19:40;183;update;46.7224919581;15.5882133287;5
2013-03-22;10:20:27;183;update;46.7224493941;15.588175346;5
2013-03-22;10:21:09;183;update;46.7224955952;15.5881334031;5
2013-03-22;10:21:37;183;update;46.722539762;15.5882046988;5
2013-03-22;10:23:22;183;update;46.7225111791;15.5882527899;5
2013-03-22;10:23:43;183;update;46.722471405;15.5881869857;5
2013-03-22;10:24:02;183;update;46.7224570767;15.5882470617;5
2013-03-22;10:25:01;183;update;46.7225246432;15.588212016;5
2013-03-22;10:25:23;183;update;46.7225454384;15.5881592418;5
2013-03-22;10:25:35;183;update;46.7225312863;15.5882202373;5
2013-03-22;10:25:46;183;update;46.722508951;15.5881670377;5
2013-03-22;10:26:30;183;update;46.7225950125;15.5881771401;5
2013-03-22;10:27:48;183;update;46.7225227496;15.5881796742;5
2013-03-22;10:28:03;183;update;46.7224798716;15.5882130116;5
2013-03-22;10:28:30;183;update;46.7224776476;15.5882183217;5
2013-03-22;10:28:53;183;update;46.7224167344;15.5882025814;5
2013-03-22;10:29:22;183;update;46.7223562548;15.5881582006;5
2013-03-22;10:29:40;183;update;46.722393371;15.588202069;5
2013-03-22;10:29:56;183;update;46.7224598552;15.5881934163;5
2013-03-22;10:31:20;183;update;46.7224574084;15.58811852;5
2013-03-22;10:32:16;183;update;46.7224941231;15.5881980449;5
2013-03-22;10:32:21;183;update;46.7225148381;15.5881997007;5
2013-03-22;10:33:10;183;update;46.7224681108;15.588238062;5
2013-03-22;10:33:19;183;update;46.7224476774;15.5881720468;5
2013-03-22;10:33:53;183;update;46.7224903524;15.588220451;5
2013-03-22;10:34:28;183;update;46.7224317727;15.5881691795;5
2013-03-22;10:44:32;183;update;46.7220512;15.5821131;5
2013-03-22;10:49:48;183;update;46.7230656662;15.5881906798;5
2013-03-22;10:55:10;183;update;46.7227675208;15.5881591385;5
2013-03-22;10:55:17;183;update;46.722724799;15.5881951245;5
2013-03-22;10:55:31;183;update;46.7226884606;15.5882794482;5
2013-03-22;10:55:48;183;update;46.7226171312;15.588268561;5
2013-03-22;10:56:06;183;update;46.7225456582;15.588255951;5
2013-03-22;10:56:18;183;update;46.7224748837;15.5882627396;5
2013-03-22;10:57:25;183;update;46.7224724284;15.5882067506;5
2013-03-22;10:58:23;183;update;46.7224279565;15.5881063152;5
2013-03-22;10:58:31;183;update;46.722420294;15.5881164242;5
2013-03-22;10:58:44;183;update;46.7223988549;15.5882204132;5
2013-03-22;10:59:00;183;update;46.7224148613;15.5882359552;5
2013-03-22;10:59:19;183;update;46.722521382;15.5882224753;5
2013-03-22;10:59:38;183;update;46.7225565837;15.5882189961;5
2013-03-22;11:00:31;183;update;46.7224764495;15.5881294686;5
2013-03-22;11:00:59;183;update;46.7224942529;15.5880277437;5
2013-03-22;11:02:10;183;update;46.7224871816;15.5881694293;5
2013-03-22;11:02:21;183;update;46.7225193613;15.5882067052;5
2013-03-22;11:02:48;183;update;46.7225377786;15.5881869305;5
2013-03-22;11:04:21;183;update;46.7225013213;15.5882228388;5
2013-03-22;11:04:41;183;update;46.7225209547;15.5881998951;5
2013-03-22;11:07:57;183;update;46.7224783446;15.5881701665;5
2013-03-22;11:08:28;183;update;46.7224847214;15.5881018002;5
2013-03-22;11:08:48;183;update;46.7225014289;15.5881637693;5
2013-03-22;11:08:58;183;update;46.7225305273;15.5882172161;5
2013-03-22;11:09:15;183;update;46.7225189979;15.5882804783;5
2013-03-22;11:10:30;183;update;46.7224819975;15.5882343197;5
2013-03-22;11:10:56;183;update;46.7224908651;15.5881694722;5
2013-03-22;11:12:33;183;update;46.722444151;15.5881384174;5
2013-03-22;11:12:49;183;update;46.7225005997;15.5881771887;5
2013-03-22;11:13:08;183;update;46.7224516263;15.5881489833;5
2013-03-22;11:13:17;183;update;46.7224279202;15.5881390152;5
2013-03-22;11:14:02;183;update;46.7224670423;15.5882042203;5
2013-03-22;11:14:10;183;update;46.7224564493;15.5881418866;5
2013-03-22;11:14:32;183;update;46.7224596711;15.5881613479;5
2013-03-22;11:16:02;183;update;46.7224363339;15.5882120137;5
2013-03-22;11:16:42;183;update;46.7223857138;15.5881687747;5
2013-03-22;11:16:51;183;update;46.7224487478;15.5881594076;5
2013-03-22;11:17:32;183;update;46.7225083115;15.5881972642;5
2013-03-22;11:17:43;183;update;46.7225023417;15.588303717;5
2013-03-22;11:17:54;183;update;46.7224834285;15.588394024;5
2013-03-22;11:18:35;183;update;46.7224842448;15.5882893169;5
2013-03-22;11:18:53;183;update;46.7224929494;15.5882109753;5
2013-03-22;11:21:03;183;update;46.7224003435;15.5881945441;5
2013-03-22;11:21:39;183;update;46.722502103;15.5882426028;5
2013-03-22;11:21:57;183;update;46.7224491418;15.5881712572;5
2013-03-22;11:22:13;183;update;46.7224544443;15.5881491062;5
2013-03-22;11:23:12;183;update;46.7224712797;15.5882196818;5
2013-03-22;11:24:32;183;update;46.7224915518;15.5881733658;5
2013-03-22;11:25:43;183;update;46.7225407659;15.5881367698;5
2013-03-22;11:26:12;183;update;46.7225030323;15.5881579288;5
2013-03-22;11:26:25;183;update;46.7225442353;15.5882004238;5
2013-03-22;11:27:08;183;update;46.7225300941;15.5881028344;5
2013-03-22;11:27:46;183;update;46.7224959338;15.5882031703;5
