date;time;notes;name;lat;lon;comment
2013-03-20;21:50:58;168;login;46.720486;15.5526825;5
2013-03-20;21:51:17;168;update;46.7195469825;15.5525762029;5
2013-03-20;21:51:22;168;update;46.7194083139;15.5513663734;5
2013-03-20;21:51:33;168;update;46.7189716941;15.551601376;5
2013-03-20;21:51:40;168;update;46.7189051993;15.5522486257;5
2013-03-20;21:52:21;168;update;46.7187846741;15.5522123096;5
2013-03-20;21:52:33;168;update;46.7187549392;15.552417477;5
2013-03-20;21:52:41;168;update;46.7187549392;15.552417477;5
2013-03-20;21:53:05;168;update;46.7187900842;15.5522834114;5
2013-03-20;21:57:10;168;update;46.7169618;15.531099;5
2013-03-20;21:57:19;168;update;46.7189844187;15.5524991036;5
2013-03-20;21:57:28;168;update;46.718949021;15.5524629591;5
2013-03-20;21:57:38;168;update;46.7189607967;15.5523408522;5
2013-03-20;21:57:50;168;update;46.7190175904;15.5521545753;5
2013-03-20;21:58:25;168;update;46.7189857732;15.5522418347;5
2013-03-20;21:58:47;168;update;46.7189768384;15.5523014239;5
2013-03-20;21:58:53;168;update;46.7189335304;15.5523932996;5
2013-03-20;21:59:07;168;update;46.718848657;15.5525585989;5
2013-03-20;22:00:14;168;update;46.7134376;15.5095155;5
2013-03-20;22:00:44;168;update;46.7183269582;15.5564681866;5
2013-03-20;22:00:53;168;update;46.7134376;15.5095155;5
2013-03-20;22:01:16;168;update;46.7187429957;15.5526101427;5
2013-03-20;22:01:24;168;update;46.7187429957;15.5526101427;5
2013-03-20;22:01:32;168;update;46.7187429957;15.5526101427;5
2013-03-20;22:01:54;168;update;46.7134376;15.5095155;5
2013-03-20;22:03:03;168;update;46.7189974903;15.5525279172;5
2013-03-20;22:03:12;168;update;46.7134376;15.5095155;5
2013-03-20;22:04:36;168;update;46.7189974903;15.5525279172;5
2013-03-20;22:04:39;168;update;46.7134376;15.5095155;5
2013-03-20;22:04:40;168;update;46.7189974903;15.5525279172;5
2013-03-20;22:04:53;168;update;46.7134376;15.5095155;5
2013-03-20;22:05:00;168;update;46.7189974903;15.5525279172;5
2013-03-20;22:05:13;168;update;46.7134376;15.5095155;5
2013-03-20;22:07:39;168;update;46.7191431888;15.5537828382;5
2013-03-20;22:07:53;168;update;46.7134376;15.5095155;5
2013-03-20;22:08:04;168;update;46.7191431888;15.5537828382;5
2013-03-20;22:08:13;168;update;46.7134376;15.5095155;5
2013-03-20;22:08:20;168;update;46.7190968005;15.5536353124;5
2013-03-20;22:08:27;168;update;46.7190966109;15.553634615;5
2013-03-20;22:08:33;168;update;46.7134376;15.5095155;5
2013-03-20;22:18:34;168;update;46.7134376;15.5095155;5
2013-03-20;22:28:35;168;update;46.7134376;15.5095155;5
2013-03-20;22:31:19;168;update;46.7181086949;15.5522220383;5
2013-03-20;22:31:25;168;update;46.718082985;15.5521499693;5
2013-03-20;22:31:35;168;update;46.7134376;15.5095155;5
2013-03-20;22:31:54;168;update;46.7134376;15.5095155;5
2013-03-20;22:32:09;168;update;46.7180712663;15.5522679565;5
2013-03-20;22:32:14;168;update;46.7134376;15.5095155;5
2013-03-20;22:32:23;168;update;46.718055846;15.5523015986;5
2013-03-20;22:32:34;168;update;46.7134376;15.5095155;5
2013-03-20;22:32:56;168;update;46.7134376;15.5095155;5
2013-03-20;22:42:56;168;update;46.7134376;15.5095155;5
2013-03-20;22:52:56;168;update;46.7134376;15.5095155;5
2013-03-20;23:02:56;168;update;46.7134376;15.5095155;5
2013-03-20;23:04:18;168;update;46.7169618;15.531099;5
2013-03-20;23:04:36;168;update;46.720486;15.5526825;5
2013-03-20;23:06:17;168;update;46.7208985;15.5551147;5
