date;time;notes;name;lat;lon;comment
2013-03-21;13:31:47;183;login;46.7226872;15.5820039;5
2013-03-21;13:32:12;183;update;46.7225894642;15.5882282425;5
2013-03-21;13:32:27;183;update;46.7225894642;15.5882282425;5
2013-03-21;13:32:39;183;update;46.7225894642;15.5882282425;5
2013-03-21;13:33:59;183;update;46.7223474677;15.5883145039;5
2013-03-21;13:34:30;183;update;46.7224767924;15.5884153768;5
2013-03-21;13:34:39;183;update;46.7224767924;15.5884153768;5
2013-03-21;13:34:49;183;update;46.7224767924;15.5884153768;5
2013-03-21;13:35:09;183;update;46.7225876638;15.588300743;5
2013-03-21;13:36:45;183;update;46.7224939777;15.5882205513;5
2013-03-21;13:37:12;183;update;46.7224345475;15.5882507647;5
2013-03-21;13:37:46;183;update;46.7225035788;15.5883435788;5
2013-03-21;13:37:53;183;update;46.7225983343;15.5883339857;5
2013-03-21;13:38:12;183;update;46.7225356363;15.5883480866;5
2013-03-21;13:39:17;183;update;46.7225478725;15.5882465434;5
2013-03-21;13:39:32;183;update;46.7225675007;15.5881948853;5
2013-03-21;13:40:14;183;update;46.7224908039;15.5882122193;5
2013-03-21;13:41:12;183;update;46.7224927398;15.5881036686;5
2013-03-21;13:42:15;183;update;46.7224397055;15.5880481616;5
2013-03-21;13:42:31;183;update;46.7223804886;15.5881394772;5
2013-03-21;13:42:40;183;update;46.7223649854;15.5881844795;5
2013-03-21;13:43:35;183;update;46.7224572257;15.5882067739;5
2013-03-21;13:46:55;183;update;46.7224348712;15.5881161128;5
2013-03-21;13:47:05;183;update;46.7223705302;15.5880591208;5
2013-03-21;13:47:22;183;update;46.7223022339;15.5881311949;5
2013-03-21;13:48:14;183;update;46.7223596605;15.5881965086;5
2013-03-21;13:50:46;183;update;46.7224231094;15.58824404;5
2013-03-21;13:51:06;183;update;46.7224077588;15.5882957273;5
2013-03-21;13:51:13;183;update;46.7224020132;15.5882184181;5
2013-03-21;13:51:36;183;update;46.7224433731;15.5880796445;5
2013-03-21;13:52:09;183;update;46.7225509824;15.5880760338;5
2013-03-21;13:53:20;183;update;46.7225368922;15.5881819524;5
2013-03-21;13:54:15;183;update;46.7225353717;15.5881742303;5
2013-03-21;13:54:22;183;update;46.7224961683;15.5882102168;5
2013-03-21;13:54:36;183;update;46.7224675624;15.5882415104;5
2013-03-21;13:54:49;183;update;46.7225087926;15.5882086549;5
2013-03-21;13:55:10;183;update;46.7225383468;15.5881629844;5
2013-03-21;13:56:07;183;update;46.7225462578;15.5882203561;5
2013-03-21;13:56:55;183;update;46.722509763;15.5881644776;5
2013-03-21;13:57:32;183;update;46.7224506956;15.5881781493;5
2013-03-21;13:57:42;183;update;46.7224287346;15.5881819339;5
2013-03-21;13:58:03;183;update;46.7224558585;15.5882134506;5
