date;time;notes;name;lat;lon;comment
2013-03-21;21:04:07;186;login;46.6576291;15.4799914;5
2013-03-21;21:04:24;186;update;46.6447946893;15.4703235884;5
2013-03-21;21:04:29;186;update;46.6448481445;15.470803907;5
2013-03-21;21:04:38;186;update;46.6448481445;15.470803907;5
2013-03-21;21:05:15;186;update;46.6447139265;15.4697415315;5
2013-03-21;21:05:21;186;update;46.6451623096;15.4703242567;5
2013-03-21;21:05:27;186;update;46.645099234;15.4706121644;5
2013-03-21;21:05:35;186;update;46.645099234;15.4706121644;5
2013-03-21;21:06:08;186;update;46.6450800808;15.4708256972;5
2013-03-21;21:08:20;186;update;46.6576291;15.4799914;6
2013-03-21;21:08:26;186;update;46.6451887142;15.4708331618;6
2013-03-21;21:08:54;186;update;46.6451887142;15.4708331618;6
2013-03-21;21:09:01;186;update;46.6576291;15.4799914;5
2013-03-21;21:09:11;186;update;46.6451887142;15.4708331618;5
2013-03-21;21:10:15;186;update;46.6451337631;15.4708090839;5
2013-03-21;21:10:21;186;update;46.6451447732;15.4707899033;5
2013-03-21;21:13:24;186;update;46.6451366764;15.4708908813;5
2013-03-21;21:13:35;186;update;46.6451240316;15.4709043302;5
2013-03-21;21:13:53;186;update;46.6450845471;15.4708714503;5
2013-03-21;21:14:33;186;update;46.6450932596;15.4707709103;5
2013-03-21;21:14:43;186;update;46.6451031646;15.4707320812;5
2013-03-21;21:14:52;186;update;46.645119525;15.4706751104;5
2013-03-21;21:15:03;186;update;46.6450559455;15.4706883538;5
2013-03-21;21:15:16;186;update;46.6450298463;15.4705631199;5
2013-03-21;21:15:28;186;update;46.6449682303;15.4704947907;5
2013-03-21;21:15:38;186;update;46.6450390245;15.4704047709;5
2013-03-21;21:16:25;186;update;46.645137674;15.4704360813;5
2013-03-21;21:16:41;186;update;46.645137674;15.4704360813;5
2013-03-21;21:16:50;186;update;46.6450966066;15.4707575209;5
2013-03-21;21:18:44;186;update;46.6453623577;15.4707796054;5
2013-03-21;21:18:53;186;update;46.6451724088;15.4708529746;5
2013-03-21;21:18:59;186;update;46.6451724088;15.4708529746;5
2013-03-21;21:21:45;186;update;46.6450033615;15.4709742598;5
2013-03-21;21:21:50;186;update;46.6449329161;15.4711166181;5
2013-03-21;21:22:05;186;update;46.645040929;15.4710642916;5
2013-03-21;21:22:11;186;update;46.6450823432;15.4710070087;5
2013-03-21;21:22:35;186;update;46.6451393649;15.4709816875;5
2013-03-21;21:22:42;186;update;46.6451416861;15.470936106;5
2013-03-21;21:23:12;186;update;46.6451491954;15.4708775807;5
2013-03-21;21:23:41;186;update;46.6451554053;15.4708042997;5
2013-03-21;21:23:52;186;update;46.6451849098;15.4707435827;5
2013-03-21;21:24:34;186;update;46.6451607342;15.470808839;5
2013-03-21;21:24:51;186;update;46.6450593553;15.470784475;5
2013-03-21;21:25:05;186;update;46.6450571606;15.4708140081;5
2013-03-21;21:25:11;186;update;46.6450621382;15.4708275573;5
2013-03-21;21:25:30;186;update;46.6451096698;15.4708690794;5
2013-03-21;21:25:54;186;update;46.6450466575;15.4708800095;5
2013-03-21;21:27:35;186;update;46.6449693267;15.470950279;5
2013-03-21;21:27:43;186;update;46.6449610837;15.470907909;5
2013-03-21;21:28:44;186;update;46.6450661401;15.4709685879;5
2013-03-21;21:29:03;186;update;46.6451420443;15.4711000905;5
2013-03-21;21:29:10;186;update;46.645174699;15.4711999969;5
2013-03-21;21:29:29;186;update;46.6451615194;15.4711895783;5
2013-03-21;21:29:37;186;update;46.6451391981;15.4711321237;5
2013-03-21;21:29:45;186;update;46.6451212365;15.4710701498;5
2013-03-21;21:30:00;186;update;46.6451017559;15.4709650614;5
2013-03-21;21:30:25;186;update;46.6451004975;15.4708498409;5
2013-03-21;21:30:37;186;update;46.6451017642;15.4708791049;5
2013-03-21;21:32:18;186;update;46.6451353427;15.4709917407;5
2013-03-21;21:32:44;186;update;46.6451450898;15.4710231117;5
2013-03-21;21:33:00;186;update;46.645122036;15.4710346211;5
2013-03-21;21:33:30;186;update;46.6451186996;15.470935078;5
2013-03-21;21:33:45;186;update;46.6451578576;15.4708549437;5
2013-03-21;21:34:02;186;update;46.6452195243;15.4708450733;5
2013-03-21;21:34:09;186;update;46.6451857844;15.470840089;5
2013-03-21;21:34:48;186;update;46.6451160455;15.4708497996;5
2013-03-21;21:35:11;186;update;46.6451101564;15.4709032479;5
2013-03-21;21:35:48;186;update;46.6451734087;15.4708725941;5
2013-03-21;21:36:10;186;update;46.6451516182;15.4707341857;5
2013-03-21;21:36:36;186;update;46.6451799063;15.4707745595;5
2013-03-21;21:37:08;186;update;46.6451704128;15.470869272;5
2013-03-21;21:37:15;186;update;46.6451408118;15.4709392307;5
2013-03-21;21:37:42;186;update;46.6451051703;15.4708933314;5
2013-03-21;21:38:09;186;update;46.6450863676;15.4709169058;5
2013-03-21;21:39:10;186;update;46.6451293418;15.4709303428;5
2013-03-21;21:39:27;186;update;46.6450840543;15.470900864;5
2013-03-21;21:39:38;186;update;46.6451104079;15.4709268462;5
2013-03-21;21:39:49;186;update;46.645123786;15.4708818525;5
2013-03-21;21:40:08;186;update;46.645119349;15.4707850622;5
2013-03-21;21:40:20;186;update;46.6451155199;15.4708144327;5
2013-03-21;21:41:18;186;update;46.6450589913;15.4707864394;5
2013-03-21;21:41:26;186;update;46.6450600519;15.4707154395;5
2013-03-21;21:41:48;186;update;46.6450122023;15.4708005164;5
2013-03-21;21:41:55;186;update;46.6449926928;15.4708887116;5
2013-03-21;21:42:02;186;update;46.645002514;15.4709291921;5
2013-03-21;21:43:18;186;update;46.645017047;15.4708596124;5
2013-03-21;21:43:50;186;update;46.6450619482;15.470924816;5
2013-03-21;21:44:11;186;update;46.645119074;15.4710375255;5
2013-03-21;21:44:27;186;update;46.6451707335;15.4709421998;5
2013-03-21;21:44:33;186;update;46.6452027424;15.4709415633;5
2013-03-21;21:45:01;186;update;46.6451359177;15.4709478923;5
2013-03-21;21:45:09;186;update;46.6451254974;15.4708418496;5
2013-03-21;21:45:18;186;update;46.645122446;15.4707199925;5
2013-03-21;21:45:26;186;update;46.6451793322;15.4706663754;5
2013-03-21;21:45:57;186;update;46.6452037111;15.470722308;5
2013-03-21;21:46:04;186;update;46.6452037111;15.470722308;5
2013-03-21;21:46:28;186;update;46.6452037111;15.470722308;5
2013-03-21;21:47:13;186;update;46.6451607673;15.4707716638;5
2013-03-21;21:47:37;186;update;46.6451579034;15.4708520326;5
2013-03-21;21:48:09;186;update;46.6451271461;15.470969907;5
2013-03-21;21:48:16;186;update;46.6451170701;15.4709903375;5
2013-03-21;21:48:26;186;update;46.6450676883;15.47104954;5
2013-03-21;21:48:42;186;update;46.6450855001;15.4711003695;5
2013-03-21;21:48:49;186;update;46.6451328157;15.4711080041;5
2013-03-21;21:49:20;186;update;46.6451035937;15.4710188224;5
2013-03-21;21:49:26;186;update;46.6451297946;15.4709017413;5
2013-03-21;21:49:35;186;update;46.6450786678;15.4709277437;5
2013-03-21;21:49:47;186;update;46.6450342174;15.4710086363;5
2013-03-21;21:49:59;186;update;46.6451030074;15.4710564963;5
2013-03-21;21:50:06;186;update;46.6451338317;15.4711123826;5
2013-03-21;21:50:16;186;update;46.6451724639;15.4711500736;5
2013-03-21;21:50:47;186;update;46.6452190747;15.4711179451;5
2013-03-21;21:52:02;186;update;46.6451270061;15.4710787622;5
2013-03-21;21:52:09;186;update;46.6450475419;15.4710055694;5
2013-03-21;21:52:46;186;update;46.6451431026;15.4709931774;5
2013-03-21;21:53:21;186;update;46.6451940046;15.4709497046;5
2013-03-21;21:56:00;186;update;46.6451580862;15.4708883314;5
2013-03-21;21:56:32;186;update;46.6451684231;15.4708027545;5
2013-03-21;21:56:51;186;update;46.6451785382;15.4708668416;5
2013-03-21;21:57:44;186;update;46.6451627124;15.4708667908;5
2013-03-21;21:58:30;186;update;46.6451123907;15.4708972893;5
2013-03-21;21:58:54;186;update;46.64512966;15.4708740773;5
2013-03-21;21:59:15;186;update;46.6452352129;15.4708786656;5
2013-03-21;21:59:37;186;update;46.6452590514;15.470840961;5
2013-03-21;22:00:22;186;update;46.6452702182;15.4708589139;5
2013-03-21;22:01:41;186;update;46.6452380407;15.4708845974;5
2013-03-21;22:02:13;186;update;46.6451699191;15.470901121;5
2013-03-21;22:02:45;186;update;46.6451320771;15.4709659464;5
2013-03-21;22:02:52;186;update;46.6451508395;15.4709112389;5
2013-03-21;22:02:58;186;update;46.6451726715;15.470849384;5
2013-03-21;22:03:16;186;update;46.6450591373;15.4710242525;5
2013-03-21;22:03:23;186;update;46.6449380739;15.4710900522;5
2013-03-21;22:03:33;186;update;46.6448950892;15.4710884716;5
2013-03-21;22:04:07;186;update;46.6449832083;15.4710677952;5
2013-03-21;22:04:19;186;update;46.6450808277;15.4709121341;5
